label,content
2,يلبسو لفالسو كون غير جا الحر
0,سببي حركي و زيد كافي مقود لفرش يا شكب
0,طر طر الهى في روحك الجزائر راهي بعيدة عليك
0,نصيحة للاحرار لا تردو على ذباب كتلوهم ب فو 😂
2,بالتوفيق ان شاء الله
2,علا هدي فتنة ياك قاع م بلاد واحدة و شعب واحد و دين واحد تسجاو ف براني مشي غير مبينتنا ما سلكناش 🙂
2,ما الفرق بينكم و بين الصحفي في المنطقة المختلطة
2,لوكان سلكتهم من قبل ما يوصل لهذا الرقموزيد لي راه يخلص 50 مليون الشهر هذا طلعنا حسابو ربي بحفظك
2,مولودية ياخخووو
0,نيك سوو تع ماتقوم كي نتوما كي أدمين تع لا بج لي رقم تتمنيكه عليه كي زبي دير
2,لن ينالوا شيء بإذن الله و كل خططهم فاشلة و مردودة عليهم و لا يحيق المكر السيء إلا بأهله 
2,اللهم امين يارب العالمين 
0,عنصرية 🙏سلام ✌
0,مع كل احترامات صفحة اسطورية لكن فكرة الطرول خارج من المرحاض
0,ربي وكيلهم شياطين الدمار  مخابرات إرهابية تسقط المافيا العسكرية  يسقط حكم العسكر يسقط المافيا العسكرية مخابرات الإرهابية 
0,ولد حرام صح
2,نعبدهم أر يو سركس 😒😒
0,انت رخيس تاع الجزائر
2,شكون اللي تحت على اليمين 
0,الف مبروك 🎉🎊الليلة يرقدو مقنوطين ✌🇩🇿🇩🇿🇩🇿✌
2,نسمع راي برك 🙂
2,والله صدقت واقع معاش واش تنتظر في من كان مع نظام بوتفليقة الفاسد لا يصلح للبناء
2,لا اتعاطف
2,شبي نتي رحوم دايرين بيك طريق بش تسرى حقا يا نت تسكن ف طريق لي تدي لجبل 
0,العالم ليس بحاجة إلى الفقراء
0,اودي روح ترنك كيفاه فوطو تاع معطوب راجل بالاك ختك لي راهي تعبد فيه
2,سلعة شابة يامير الله الله قلي منين شريتها
0,أنت عندك الحق لكن نحي علينا هذاك منانوك راك فسدت بيه الفيديو راهو فايح و ما يستاهلش نحيه علينا
2,مبروك عليك خويا أمير وديما عقابهم⁦✌️⁩⁦🇩🇿⁩⁦✌️⁩⁦🇩🇿⁩⁦✌️⁩
0,كذاب وخاءن الله ينعلك
2,هشام ملك هنا جاع مل أفريقي 🤦🏻‍♂️
2,تحية نضالية   لكل احرار الجزاءير صرحتا ما شاهدناه وما سمعناه عن هذا الطفل البرئ جراء الاعتداء الشنيع الذي تعرض له في محفر الشرطةشيء مخيف ومرعبلا يصدقك الانسانية انحرفتاللهم سترك يارب
0,والله صدقوني كامل عصابة ك امير ك المصادر انتاعو انتاع بني مسوس انت جزء من العصابة الي تحارب العصابة 
0,ياي الجزائر يتزوج المغربي في البيت نتاعه⁦⁦👨‍❤️‍👨⁩⁦⁦👨‍👦⁩
2,اكدلي على المولودية 🐸
0,سقس يمك شكون بابك
2, كمل ديما عجبهم
0,ياخي بغل  ياخي  دوك ولا يعرف لفرنسي خرمنك
2,هدرت مخبارات
2,تتصور بشيشة خخخ
0,نتومة قاع كلاب تاجرو بالجزائر لي كبيرة عليكم 
0,اولاد فرنسا
0,كل ماقلتيه على الحثالة المازدا قليل عليه الشرفاء من ابناء الوطن   بعرفونه ويعرفون بانه مأجور
0,هههههخخ لي يامن النظام غير الاغيول 
0,قحبة
2,تسمى ماتقوليهاش وكي تتلقاي بيهم تقوليهالهم هااااا ادي ولا خلي فيلم عبلة الجديد
2,واش من لغة 
0,روح تقود كي نتا كي ترامب تاع شكوبي
2,ماتعب بين صور🙏
0,نهار تع وسكي ااا زيطوط
2,سلكينج نحيه لزوم
0,لوكان حطيت تصويرة ختك نقولك واش نعبد فيهم
2,تسما لي ميعرفش فرنسي موش بنادم 😑
0,ههههههههههههههههه ههههههههههههههههه راك تقود وخلاص 
0, تغو لكعب
0,انت وزبي كيفكيف
2,حيا الله احرار تيزي وزو
0,مي كلاتك
2,تماريل لصباح
0,الجهل تع سبي 
0,روح تعطي نيك مك
0, هاهي ربك كريم 😂 نقلها أ ركعات ي تسنى 😂😂 
0,يا رباه قالهم شهادة تعادل الماستر و هي دورة تكوينية هزيلة تاع سمانة حتى تورنوا مابين الأحياء ماتسمحلكش تغطيها😂😂😂
0,***نداء إلى التنسيقية الوطنية لمتقاعدي ومعطوبي و ذوي الحقوق الجيش الوطني الشـعبي الّذي لا تمثله و لن تمثله كمشة الجنرالات الخونة المجرمين و منظمتهم الإرهابية مخابرات عبلة***
0,وانت عميق مريولات 2004 ↖️↖️↖️
0,وش دخل ل فوتبال ألجéرينس نهار لإلغéري ربحت لا كوب دافرق خرجت دéفيلé ( بالأعلى بنجاح  بالأمر أطال بنسبن سليماني) وإن كان يلعب  كعبة
0,يا ولد ماكرون ابن غير شرعي ام خراتو ماش زيداتو في طوالاة
0,القديس معطوب ❤️ عز وجل قدر سرنا و أجرنا الكافرين
2,حياك الله خويا امير 
2,ربي يجيب لخير
2,درت بزاف صوالح مقودين في حياتيبصح جامي كتبت ب حروف الابجدية كونطرا على العربية 😂😂
2,كولشي مبروك
2,فريط اوملات ببيض 😂😂
0,ههههههه والمشكل هدا مقيد شحال من كافي تحت أمرو هاو المشكل
2,ولدانه رهم يموت فالبحر لاءنتحار لاءختصاب
0,ههههه شعب قاع فاق بيكم يا خونة سيذكر التاريخكل شيء حبيتو تقسمو الشعب ايه الشعب واعي بزاف ويعرف مصلحتو وين انت طلعت عامين صبحت مليارديرمن اين لك هذا يا عزيزي ههه مع انك لا ورث لا حرت
0,ياخو علاش دايمن تقيسوها و مع لخر تنيكوها 😪
0,يازبي معامن رانا عايشين 💔😔
0,السنة رابعة ابتدائي حول 🤣
2,نحبو مولودية و هادا ماكان 💉💊🚬
2,فريت أوملات بالبيض 😂😂😂
0,ملي غلقو الكبريات راكي محرحرة أو ما نهدروش على طرطاق شيكورك
2,أيا نوضو هههه أيا نوضو هههه   وين راكم راهم رايحين يخلطوها لوكان ماتنوضوش  هههه     حاسبين الناس راهم راقدين    ههههه سينما تع الحيط
2,قستها مليار🤣😂
0,شيته على صباح نسي بدايه كلامه ازول فلاون مثلما اعتاد
2,ألف مبروك
2,لا للفتنة
2,يهرب غاية راك فاهم هههههه😂😂😂😂
0,صايي الناس تحلبتلك يا الرخيس ادي شكامتك و روح بيك بهذاك البغل تاع زيطوط ديجا غي اسمو يبهدل  هههههه
0,ونتيا نسيتي روحك🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
2,كالهم كامل غير باش يخرج ابنه من الحبس
2,المشكل أنهم يطلعو على خاطر تبعوهم باش تجيو مبعد تكلاشيوهم  على الأقل دارو حاجة و الباقي واش دار يرحم باباك
0,من راحت لعصابة و لينا فلهم لا دراهم لا والو  كلش للاسوا مفهمنا لعصابة لي ضرك ولا لي قبل المهم انت كسر لكاوكاو علينا بتيزانة تاعك
2,أمين يا الله
0,متلوموش خاوتي شابع زنانة
2,راهم قلدوهم في كلش داولهم شخصيتهم ربي يستر
0,ايه نورمال قروك ضد بلادك ياخين تفوه عليك
0,اهبط تخدم فاليتيمة هههههههههه مع شنقريحة البوال هههههه
0,هداك مخانت قيمة نت
0,انت تسمع جاستن بيبر و تتخايل روحك في ميامي يا رأس الميكسور
0,خخخ غامل
2,لا حدث
0,ريح ما تجعر فيها 😠
2,بروبلم تاع أنت 📢📢
0,انت عميل وكلب
2,ربي يجيب الخير
2,الله يرحمه ويغفر له ويسكنه فسيح جناته راجل جاب أسد من اسود الجزائر
2,ربند عالية برف عملي😉
0,معتشوب وزيت زيتون هههههه 😁😁😈😁😁😁😁
0,لا بج نول و تعيف (أنا مشي قبيلي ميس ج نأكبت بس çأ ) ١ دéسبنر 👏
0,يا خي فروخا بصح ميحشموش
0,اللهم أمين كنت حاسبك مسيحي و دروك وليت داعية و تعرف ربي هههه
2,امينيارب لعالمين
0,هكذا هدر تاع واحد رجل ماشي شيات مخربة عليه و يقول كلشى لابس و يضحك و يسلام كما بوصباع لزرق لزوم قابلى
2,عملت بé لبيد مافهمتش
2,لله و هتلر 
2, #ستحاسب
2,الحر يبقى حرا والبريء يبقى بريئا حتى ولو اتهمه العالم كله حيا الله الأحرار تسقط العصابة ومؤسساتها
0,نعدين طزمك
0,لقدمين هذا بين بالإ من عام لفعل مسجدك لربي له يهديك حب دير فل فتنة 
2,  لا حول ولا قوة إلا بالله 
2,يامات او يجيبوك لبلاد
0,امشي نيك مك آودي
2,ما كانش منهاأتقوا الله في أعراض الناس
0,نعرفوه ونعرفو بباه ويماه الجمل مشافش حدبتو وشاف حدبت صاحبىو الرخص بعينيه الفطاء يسبو في سيادهم
0,أو دبل
0,ذوقك يا لماذدا
0,الاحرار ميحركهمش سوندويتش صح علبالك انت باش حركوك
0,ايا روح تقود عايش في دزاير نسبورتي بوركينا فاسو
0,يا خويا هاذو احرار متقولش عليهم كعب قول على جماعة الفيمينيست والارض المسطحة وناسا تخدع فالعالم هاذوك هوما الكعب تع صح
0, يديفنديو على مركة خخخخخ😂😂 مقودة بلادكم
2,عجبتني هنا كو 😐😂⚡😏
0,راكم حراير  يا واحد الخنازير
2,حسبنا الله ونعم الوكيل  سنقلع هاد النضام من جدوره بإذن الله دولة الحق قاإمة بإذن الله 
2,كيفه له يهديك
2,ميم واعر هذا بجيش الامبراطورية خخخخ
0,بليكس تاع ١ عوره أو فوت دجوعا
2,ههههههه شابة نتاع حى الله الاحرار
0,نكمك çأ فى كوم çأ 🙂
0,يا حمار
0,لالا يسيپورتيو شباب قسنطينة واهلي البرج  يا لي عندكم القنطة من 16
2,بل بركة إنشالة خويا أمير
0,واش بيه باسينة ماجات تخرج من فمو بسيف وقيلة 
2,عندي مدة ما قلتش كلام السوء
0,لالا بلاك بالقلاوي يا خائن يا عميل
0,امشي نيك مك تكلاشي واحد هارب عليك يا النقش
2,والله غير تتنحاو قاع سلمية سلمية لا للعنف دمرتم البلاد ونهبتم أموال البترول
0,بركاك مالكضب ولفيتن أحكيله على حكايتك وعلى سغرك  👌👌👌👌
2,مكة
2,الى اين ياااااترى ياااجزائركم احبك ياااابلدي وكم اعشقك🥲
0,زبي اكبار في عقلك او مزالك صغير ومازلت عندكم العنصرية كامل كيفكيف 
2,جوس د’أورانج تاع تشينى
2,البطلة امعمر لقهوي وحفة الطريق هدهي هي الأزمة بعينها
2,ديزابوني على الطائر 🙃☝🏽
0,بلا ما ننساو الاله شيشناق و زوجته طومبة الهة الزيتون 😉😉😉
2,نعبد ربك
0,وانت واش دخلك يستهلو
2,نسيت القايد صالح 😅
2,شكرا
0,لابوبال
0,مريضة نفسيا هادي 
0,لي يشجعو مولودية كعب واش الأدمين سياربي ولا لياسما 
2, عندك موهبة كيما هذو ولالا
0,أاااه يالقوطي 
0,طز إت تتز فوز êتس دس مونترص
0,فريت اوملات بالبيض يا وحد البغل الحمار
2,فيف لقبايل
0,فريت اوملات بترمتك لي فيها خانة
0,شيطان أخرس
0,روح نيك امك 
2,مبروك عليك سي أميرحيا الله الاحرارمدنية ماشي عسكريةديما اعڨابهم
0,الجنسية مجرد وثيقة للخونة مثلك ياعميل الصهاينة
2,التصعيد باضافة السبت
0,كي شغل كنت مزير وجيت فايت لقيت هذا ستاتي  قلت نخلي فيه 😢😢🐸✋
0,انا لقبايل كرهتهم من جاست ماكنت مخالطهم مانعرفهم فالعسكر كنت مڨسر مع واحد منهم واحد لخمس دقايق قالي دقيقا نطلع الشالي ونجي قتلو اني هنا شوي هك هبط راح طول قعد مع واحد بني جنسو كما هوا رحت ليه مخليت فيه والو من هداك نهار منحملهمش
0,ناس خرجت من قلوبهم على رجال بطل وانت يالعطاي يالحاس تقاشر مكارون  تموت تم وتدفن جيفة ياطاحن
0,نرمالو القبايلي الهايشة لي يفوطي و خلاص
2,قريت اوملات بالبيض
0,هههههههه لوكان جيت انا في بلاصة لي حكمك وطيحلك ومدرلك والو  الكلوة نجبدهلك من الطرف لطرف
0,يدك فالشيخ ودير باجتك فترمتك
0,روح نيك موق يا ميس لخبا أيعرف أحريم
2,حاشا
2, 😂😂😂😂 المناطق النائية
2,حي الله الطلبة الأحرار 
2,اذا معشبكش دستور بكل بساطة صوت ب ضد وخلاص
2,ربي معك خويا امير والله يصبر هداك الولد مسكين وربي نشاء الله غدي يجيب الفرج معاك خوكم من المغرب 🙏
0,مهما كان الحال هادا لا يمنع من الحراك السلمى لإخراج كلاب المستعمر من البلاد فى التسعينات كم قتلوا  من جزائري لأجل البقاء فوق أجساد الشعب  و الان  مادا يقول العسكر اربع إذا مات و هو يدافع على مصالح المستعمر  انا لا أقول لك بوصباع أو أي شيء أخر بل أقول لك والله العظيم الدنيا فانية و البقاء لله  إنك مستحمر لقد ركبوك الأعداء وأصبحت تدافع على مصالح كلاب بنى صهيون لعنهم الله
2,احكينا شوية على بلادك
0,نن سيريسلي لي يلبسو لاكوسط و لاريني اعطيه غنية نتاع بيلو يعطيك ختو نورمال 
0,انت عايش لهيه عند سيادك وامك فرنسا وتهدر على دزاير ياا خامج يااا نييييي   امك    الى يوم الدين
0,ضك تسخنلهم لفرفارة ليفان تاع ديدين 😂😒
0,نسمع سول كينڨ و نشجع مولودية امر اخر مايهمنيش الصفحة تاعك ماتوكل ماتشرب انت لي كعبة علاه الناس كامل عندها نفس الذوق تاعك #غرّد_كأنك_مثقف
0,لعصابة لرحابيا هيا لي حكمة لبلاد وقلت أموال شعب
0,خبيث ابن خبيث وتموت خبيث
0,عنصرية د زب
0,شاوي و أفتخر و لي مايعرفش أصلو يروح يشعل روحو ♓♓
2,اراضي
0,تفوه عليك يالقومي وليد فرانسا
2,كون زدت محمد صلاح
0,حاب تجيب تفاعل بالتحراش على الرجال راك كشفت روحك بلي رخيس يا الأدمن  موش راجل لي يتحرش بالرجال يا الزامل
0,هاااذي هي الجزائر الجديدة نتاع طبون الله لا تربحهم
2,فريت اوملات بالبيض و كاس جو
2,الجزائر الجديدة حسبنا الله ونعم الوكيل فيهم كلام في الصميم 
0,كلهم شكوبي
0,والله قمة رداءة والعهر فكري اول مرة تقيسها 😂
2,منيش رح نجبدلك تع لعرب و لقبايل و لعنصرية بصح السيد مات و نتا هاز عليه رونكيل كبير  و هو ميت مذيقهالكم  كم انت كبير يا معطوب ❤
0,روووووووح ينيكوك خير باجة هادي امسح بيها ترميك 
2,يعطيكم عساها
2,الارهاب تاع الصح لي راهم حاكمين البلاد
2,لا للفتنة 😔
0,بلاد لحبيقا 🖕🖕🖕
0,مليحا هذي اعطينا الوصفة باه نقدر ندير ماستر في كاش حاجة بدون مستوى دراسي في أورباراك شجعتني أنو تقدر بالانحطاط تكون صحفيساهلة انت فوووور تحصيلها
2,معليش خلي يديو الجيش واين حبو بصح بشرط يكون ولاد الجنرالات فالصف الاول وفالواجهة
2,يا أخينا قصر مي مش على الصلاة امحيه سون سمير بهدلتنا
0,كل شيء مٌفتعل من طرف المنظمة الإرهابية ثكنة عبلة للإغتصاب و الإرهاب و الإجرام و أزلامها لثني الشعب الجزائري عن حراكه وثورته السلمية المباركة
0,ڨولو لتوفيق الدياراس شحال مليحة والشعب مانساش عشر سنين تاع ذبيحةڨولو لهم شكون قتل المعطوب وحشاني نتوما الإرهاب عيناني
2,ربما تجيب اولاد بزاف ويرجعو اغنياء وعلماء يفيدون للامة وممكن فقط تجيب ولدين ويعيشو في الفقر كم غني نعرفه كان طفل فقير حتى جمع ثروته  ليس كل الاغنياء ورثوا لان الرزاق هو الله يرزق من يشاء من دون حساب يعز من يشاء ويذل من يشاء
2,التخابر مع الدحدوححكم "الفايوات"
2,ألف مبروك عليك خونة أمير بخورص 
2,الله 
0,فيفي لا قبيلي نييك جاع لعرب
0,أبدلهكم اندفند ايا ضروك هذا بنادم ولا وكريفحشى الوكريف
2,فريت اوملات باليض 😦😦
0,كلشي مبروكلعكبا ل كاش كنال تزيد تفرمكهم
0,اللعنة اللعنة لهذه العصابات المجرمون  
2,هذا ما يفسر اختفاء اويايا من سجنه بالبيض جات غير فينا الهم و الغمة
2,الف مبروك دولة مدنية ماشي عسكرية
2,سوندوش فريت اوملات بلبيض ايا نضحكو قاع هههههههه
2,ياعني قليل بزاف على واش ناهبوه الخاونة واولذهم
0,أحيا ذهنى قبابيل رجال القمم يا رخص يا بسبع
2,حنا ناکلو فریت اوملات بلا بیض
0,تعرف حتشون يماك 
0,نيك امك بيك باتباعك
2,بارك الله فيك أستاذنا المحترم لحد الساعه هناك خسائر مادية و 3 أشخاص بجروح طفيفة
0,إنت يليق يغتصبوك باه متكذبش لعنة الله عليك
0,محبتش جاع تكبره يزيح😶😶
2,ومتقاعدي سوناطراكطالبوا بحقهم وحقروهم
2,اللهم امين
0,منيتك يازبي😂😂😂 دايرليكم عقدةولاد 16 يعشقو فينا خياتكم 💪💪
0,الغاملين طغاو
2,احمودة 77%كيصرالها
0,عيب عليك د برلر د سى مèر تو بيوت برلر د لي ميس سس بارنتس فوز أفز بس ل دريت 
0,روح نتا كلب مخابرات فرنسا ياخي نقش
0,ماكش قواد واش دخلك فينا يا واحد الزريوط
2,اكدلي كيفاه جابهة
0,منتوري والله بير د بوتفليقة
0,كان علابالي بلي لي يسيپورتيو مولوخية ماشي مربيين مي ماشي لهاد الدرجة يجو بطبحوا علاجال ميم ولا نقولك كان علابالي)
0,نظام إرهابي
2,كاينة ا شيخ
2,يحب يقول فريت اوملات بالبيض و البطاطا هههههههههه
0,ادمن مكبوت قاري الاخبار بنص عين و جا يدير بيهم منشور
0, فريتر عملت بل بيد = ريب إن بيك
2, تشجع مولودية
2,يخلقو ازمات بش يخلو شعب يلحق في الخبزة وينسى الاهم 😒
2,حيا الله الأحرار  😂
2,ضك يجو يتعرقو عليك  واش داك تخرب
2,ربي يحفظك 
2,ولله راني نحشم  كي نقول كاين فميلتي بليسي
0,قاعك بيك بالي يتبعوك نقوشة
2,فريت عملت بالبيضعلى وزن شâتي دايو تاع الماء
0,خطك
2,هههههههههه  جي دورونج تاع بانان هههههههه
0,عني يمك ماشي ن دين يرخص 
2,قوللنا منين جبت دراهم تع  قع
2,الوعد الحر دين عليك
2,ارب هاه صح ضحكت مالغري منيش فمرال تاع ضحك يعطيكم صحة 😂😂
2,الحل بسيط إيقاف معاشات جميع الوزراء الذين تعاقبوا على الحكومات الفاشلة و صب هذه الأموال لصالح المعطوبين و ذوي الحقوق من افراد ج و ش  كرد للاعتبار لهذه الفئة التي خاطرت بحياتها في التسعينيات
2,شكرا
2,بدون تعليق 
0,هذه في خاطر بوصبع والباديسي النوفمبري
2,الدق في الرسام يا استاد
0,ققققققققققققحححححححححححاااااااااااااااببببببببببببببببببب ونننننننننننننننققققققققققققووووووووووووووووشششششششششششةةةةةةةة
0,و ل داكس يذب 
0,أنتي ماشي تاء دارة  راك جاء ولد لحرام
0,سبحان اللهذلك ربي وخلاك مظحكة
0,انت  منافق كبير واكبر فتن على 
0,استغفر الله واتوب اليه هذا حاب يدير الفتنة برك
0,اه يا بوخانة
2,بالرغم اني لست قبايلي لكن شهادة تقال القبايل رجال مواقف المارش آريار مكسور والحكومة تحسب ليهم ألف حساب ❤ملاحظة مواطن بسيط من تمنراست  
2,والله منا حبسين
2,ههههههه حيا الله الاحرار هههههههه
2,خويا رفيق ليزوووووووم
2,دولة مدنية ماشي عسكرية
2,   🙏ما شاء ألله
0,نصيبورتي حتشون يماك   
2,مبروك علينا يا الاحرار
2,دعاء الزلزال😒
0,صينيلوه وليد لقلبى هذا
2,فريت اوملات بالبيض خخخخخخخخخخخ😂😂😂
2,البلاد ميكي
0,الجزائر فرنسيه فاشهدوا فاشهدوا فاشهدوا
0,نظام العار نظام ارهابي بامتياز هما الارهاب عبلة مخابرات ارهابية تسقط الطغمة العسكرية
2,هخههه المهم نلعب في نيس راك تشوف
2,المقاطة = نعمالتصويت = نعماين الفرق  انتخابات الكل يعلم انها مزورة
2,لاحول ولاقوة الا بالله
2,جوس دارنج تاع تشينا هههههههههه
0,وشبيك مع مولودية  دناو لختك  
0,ك أمك 
0,سأل انت هل اغتصبوك ام هاذي نشوا تمارسها بأردتك ماراكش حشمان تهدر على هذا الموضوع 
2,لقبائل رجالة ما يسترفوش بهم
0,اللهم اشغله بنفسه
0,كداب
0,اه شيت خخخخخخخخخ جماعة لي راهي تبع فيه اتشو فسرولنا واش يقصد نك ماتكم ✋😂
0,وجه لبوبال الله ينعلك
0,ولد دشرة لكعب ولو ليوم يحضره نهي 🙏
0,تفان واجي داعرف ١٠٠% ميس لقاهبا
0,قحححبااا الاحرار بداو ينتاشروا ⁦🤦‍♂️⁩⁦🤦‍♂️⁩
0,نعبدوا ربي سبحانه و تعالى لعربي و الإنس و الجن نيكماتهم كامل 😅
0,احرار   تاع قاعو  مبردعين
0,صفحة المخابرات😉  تربحو الشعر
0,مخبرات إرهابية تسقط المافيا المخبراتية الاغتصابية 
0,كي نتا كي هيا لي2 تولات
2,ياك ربي هوا رزاق 
0,هههه عله رقم ديره فل فتنة يا زب 😂
2,الدستور شكون اللي فوطا عليه 
2,قستها😂😂
2,اللولة قستها دوزيام قستها طروازيام قستها على ليزال خخخخخ  بصح فالميليو و حق ربي ما قستها 😂😂😂
0,درتلو لمسات خفاف ولا مزال
0,قاعك
2,شدة و تزول وكما قال الله تعالى فان بعد العسر يسرا إن  بعد العسر يسرا صدق الله العظيم
0,جايح ههههههه ساندويتش فريت اوملات بالبيض حتا الحراك فسدتوه بعدما كنا نفخرو بيه رديتوه نقمة ايدا زاد الشيء على حده انقلب الا ضده
0,أمازيغ شوقر لأفريقي خو👌 و نتوما يا لعرب بصو عيشو ف رشوة و لحس رنجس تاع دولة يالمنافقين
0,سبحان اللهيعاندو فواحد الولاية معمرة بصبع زرق😂
0,نيك ختك
0,تسمع يماك باش زيد في تفاعل يا طحان يا الفرحان وجه رخس أعطيني وجهك نقابل بيه
2,ماكانش منها😡😡😡
0,ياخي زامل والله يا فريت املات بلبيض كافي يا سبي
2,حسبنا الله و كفى اذا كان هذا حقيقة فاقم على الجزاير ماتما يا رجال الدين أين أنتم يا أيها العقلاء أين أنتم نحن تحت احتلال بوليسي يا رب الجزاير وولادها أمانة عندك 
0,واحد عميل خائن الوطن والشعب او عطاي كما انت يعرف احرار او شرف ارواح نيكمك اهنا او عارض كي ناس ياقحبة تفووووه 
2,إنك ذكرت آلهتهم بسوء يا هذا وسيجلدونك 100 جلدة 🤣🤣🤣🤣
0,مخابرات إرهابية تسقط المافيا العسكرية
0,ياوفاقو
2,آمين يارب العالمين
2,بمقابل ماذا
0,نذل
2, 
0,قولها لباباك اذا ماشي عايشها نتا 
0,هههه قاع غتصبوهم ودكتور يفسر الأمر
0,بوسبع وش شبعت مليحة هكذا عجبك الحال
0,الأخرارماشي الأحرار
2,هذا من وساوس الشيطان وسوء الظن بالله يقول سبحانه و تعالى {الشَّيْطَانُ يَعِدُكُمُ الْفَقْرَ وَيَأْمُرُكُمْ بِالْفَحْشَاءِ وَاللَّهُ يَعِدُكُمْ مَغْفِرَةً مِنْهُ وَفَضْلا}
2,ويتفاعلو بزرقة
0,زيد خطك وله رنا جاع معها 
0,المختصر المفيد امك في الجملة الفيدة المتعارف عليها 
0,نيك مك امير دزاد نيك مك امير دزاد
2,سبورتي مولودية برق نريح ولا روح 😂
0,حمار الدولة
0,الجهل ↖↖↖معطوب شهيد من شهداء الجزائر
2,لا اله الى الله وحده لا شريك له نعبده و نحمده مخلصين له
2,ساندويتش ولا سوندويتش 😂😂😂
0,انا مع ختك
0,سما نتا مجهول نسب ولا كيفاه  
0,زيط زوط الكذاب
2,نعبد ربي
0,مخبرية إرهابية 
2,خخخخ فريت بالبطاطا
0,وانت وش دخلك
0,الشعب العطاي 🤬
0,كل مرة تخرجونا نكتة الناس لحقت الي القمر او ما س وانتما مازلكم تجيحو في ىواحكم و الغاشي البكبك باه يلقي طول حياتو عبيد
0,واش دخل المقاطعة نتا حابس علابالك بروحك افطن مااالك
0,  كاهل يا وجه شر 
0,التخمارتي والكوزينة وأڨلع المحزمة
2,و الدجاج 500دج
2,كانت حليمة دير ليزافير دروك تاني الزهرة
2,لا إله إلا الله
0,تنفخ يا الغبي 😑😑😑
2,ومزال الخير القادم اسوء
0, كاجولأرواح الزامل واش راه يحكي
0,روح نقومك يا حلف 🐖🐖🐖🐖
0,طحاحنا و هم أولاد لحرام هم ليسوا أمن وطني بل هم العار الوطني
2,ديدين
2,والجيجلي الذي تعرض  للحقرة والهمجية والعنصرية في مشهد عام من طرف مهنة المعبد لمذا لا تطرحه للنقاش 
0,أتعجب من يسمعون لك ومن يعملون إعجاب لحسابك ومنشورتك قبحك الله من سافرة متبرجة أنا لا ادافع عن أمير لأن لا أحبه ولا أحب أمثاله كما أما أكره المسترجلات مثلك نسأل الله تعالى أن يمحقكم كلكم ولكن هذا نتاج من تربى في دولة العهر والفسوق فرنسا الصليبية
0,ههههه نغيزك قدام داركم
2,برافو اندفند بالتوفيق ان شاء الله
0,اكبر واسمك مازال عقلك صغير ههههه 
0,ختك 😂😂
2,مانيش قبايلية بصح ربي يبارك عليهم محافظين على الدين وفاتحين جمعيات لحفظ القرآن ولادهم حفظت قرآن ما شاء الله
0,نت رق مكش رجل جعد زعما تضحك عليه هو أو فرزها أو خير منكك يا لجعن يا طلابب الغيرة و الحقد  كابرين بيها تضحك عليك ميعرفش فرنçأيس يال جميع ح
0,واقيل يباني بلي لسحت بزاف َويكونو عمرولك كرشك َعطاولك مئة ناقة
2,وفلسطين وسوريا والعراق 🙂
2,كل شي راهم يدرسوا فيه عمدا  هذا انتقام من الشعب
2,نعبده ربي 
0,يزبي حاطينها رجلة بلاكوست وهو ميبدلهاش من شهر لشهر نتكره منو هي
2,جي دورونج تاع التشين
0,التالي تع القبايل اللي ميصلوش خير من اللول تع العرب اللي اقولوا احنا مسلمين كيما انت منافق تكل في الغلة وتسب في الملة اعرف اصلك منين ثم اهدربتار  بتر
0,انتم من تعبدون القايد الفايح  وبومدين  😒 انتم من يقدسون الاشخاص وتصنع منهم ضاغية والمفيد الله وحده لا شريك له واشهد ان محمد رسول الله
2,ومن هموا الإرهاب يتآمرون كيف يجدون أسباب لخروج الجيش الشعبي الوطني وليسو بأبنآئهم
2,هات وهاد فيهم
0,مع لخر نكتلها يماها
0,روح تعطي يا كلب فرنسا
2,تهانينا لك خويا لعزيز أمير نسال الله ان يوفقك في مهنتك وكل نجاح 
0,روح تعطش على روحك راك عطشان من بكري
2,واش هو عندك شك 
2,سجلوها في لحيط الراشي
2,و افرش العرب و قالهم اخرتجم و كبر من خريطة صحاينة و كلا تراب و خريطة فلسطين  و و الخ 
2,تحيا القديمة
2,مولودية تبقى عقدة للكثيرين للاسف 
0,المدبر هو العسكر الفاسد هومن كان وراء العشرية السوداء له تاريخ في الإرهاب والدسائسعسكر قادر إلا على الخراب
2, سمحلي و لكن 😂😂😂😂😂
2,هادا وين راك تعرف تهدر
2,حمقلي على المولودية 😂✌️
0,ريحة ليغاقل فلي كمنتار  من نيتكم هاذوك فرق تعرقوا عليهم
2,المهم رانا عايشين
2,لا حول ولا قوة إلا بالله
0,انت وقيل شديت المشوار وين شفتهم ياخي هايشة
0,يا بغل
2,سوفي و تحيا لقبايل وين مكانو
0,عندك الحق ولي ماعجبوش كلامك يدير لشان علي الحليب وبلع فمك
0,منبعد يقولك زيطوط مقود
0,خليك في الميمز تاعك ستاتيات هاذو ما يخرجوش عليك نتا في بالك شغل راك تكلاشي بصح راك تجياح برك *_* 
0,الكلب الطحان الحركي الخائن للوطن وراه كاين رجال يوقفو لك والله تندمو
2,انا أعبد الله فقط🖤🖤
0,وش بيك وش بيك مقاسه لي راح سمع بيك
0,جيت تعاير لفرونسي نتاع بوداوي وبانت لفرونسي نتاعك 😂😂😂😂😂😂😂😂😂
0,و زبنطوط زعيم الأبقار 😂
